doc_id,sentence_id,sentence_start,sentence_end,sentence_text,sentence_tokens,p_count,i_count,o_count,gold_label
20562617,11,219,236,CONCLUSIONS Patients experience increased perceived self-control and independence when individually supervised and trained in CVC self-management.,"['CONCLUSIONS', 'Patients', 'experience', 'increased', 'perceived', 'self-control', 'and', 'independence', 'when', 'individually', 'supervised', 'and', 'trained', 'in', 'CVC', 'self-management', '.']",0,2,4,MIXED
20562617,12,236,254,Assuming ownership of CVC care can encourage patients to feel less inhibited about sexual activity and socialization.,"['Assuming', 'ownership', 'of', 'CVC', 'care', 'can', 'encourage', 'patients', 'to', 'feel', 'less', 'inhibited', 'about', 'sexual', 'activity', 'and', 'socialization', '.']",0,0,5,O
20562617,13,254,274,IMPLICATIONS FOR PRACTICE Placement of a tunneled CVC should engage nurses to organize individualized structured and supervised patient education.,"['IMPLICATIONS', 'FOR', 'PRACTICE', 'Placement', 'of', 'a', 'tunneled', 'CVC', 'should', 'engage', 'nurses', 'to', 'organize', 'individualized', 'structured', 'and', 'supervised', 'patient', 'education', '.']",0,0,0,NONE
20562617,14,274,293,Stigma originating from CVCs should be carefully considered by health professionals when maintaining CVC insertion for longer periods.,"['Stigma', 'originating', 'from', 'CVCs', 'should', 'be', 'carefully', 'considered', 'by', 'health', 'professionals', 'when', 'maintaining', 'CVC', 'insertion', 'for', 'longer', 'periods', '.']",0,0,0,NONE
20562617,15,293,310,Central venous catheters should be removed whenever the potential risks exceed the catheter's functional necessity.,"['Central', 'venous', 'catheters', 'should', 'be', 'removed', 'whenever', 'the', 'potential', 'risks', 'exceed', 'the', 'catheter', ""'s"", 'functional', 'necessity', '.']",0,0,0,NONE
20569725,0,0,17,"A multicenter, open-label study of vernakalant for the conversion of atrial fibrillation to sinus rhythm.","['A', 'multicenter', ',', 'open-label', 'study', 'of', 'vernakalant', 'for', 'the', 'conversion', 'of', 'atrial', 'fibrillation', 'to', 'sinus', 'rhythm', '.']",2,0,0,P
20569725,1,17,69,"BACKGROUND The efficacy and safety of vernakalant, a relatively atrial-selective antiarrhythmic agent, in converting atrial fibrillation (AF) to sinus rhythm (SR) were evaluated in this multicenter, open-label study of patients with AF lasting> 3 hours and <or =45 days (RCT no.","['BACKGROUND', 'The', 'efficacy', 'and', 'safety', 'of', 'vernakalant', ',', 'a', 'relatively', 'atrial-selective', 'antiarrhythmic', 'agent', ',', 'in', 'converting', 'atrial', 'fibrillation', '(', 'AF', ')', 'to', 'sinus', 'rhythm', '(', 'SR', ')', 'were', 'evaluated', 'in', 'this', 'multicenter', ',', 'open-label', 'study', 'of', 'patients', 'with', 'AF', 'lasting', '>', '3', 'hours', 'and', '<', 'or', '=45', 'days', '(', 'RCT', 'no', '.']",0,0,13,O
20569725,2,69,72,NCT00281554).,"['NCT00281554', ')', '.']",0,0,0,NONE
20569725,3,72,96,METHODS Adult patients with AF and an indication for conversion to SR received a 10-minute intravenous infusion of vernakalant (3 mg/kg).,"['METHODS', 'Adult', 'patients', 'with', 'AF', 'and', 'an', 'indication', 'for', 'conversion', 'to', 'SR', 'received', 'a', '10-minute', 'intravenous', 'infusion', 'of', 'vernakalant', '(', '3', 'mg/kg', ')', '.']",2,5,1,MIXED
20569725,4,96,120,"If after a 15-minute observation period AF was present, a second 10-minute infusion of intravenous vernakalant (2 mg/kg) was given.","['If', 'after', 'a', '15-minute', 'observation', 'period', 'AF', 'was', 'present', ',', 'a', 'second', '10-minute', 'infusion', 'of', 'intravenous', 'vernakalant', '(', '2', 'mg/kg', ')', 'was', 'given', '.']",0,2,0,I
20569725,5,120,160,The primary efficacy end point was the proportion of patients with recent-onset AF (AF lasting> 3 hours to <or =7 days) who converted to SR within 90 minutes of the start of the first infusion.,"['The', 'primary', 'efficacy', 'end', 'point', 'was', 'the', 'proportion', 'of', 'patients', 'with', 'recent-onset', 'AF', '(', 'AF', 'lasting', '>', '3', 'hours', 'to', '<', 'or', '=7', 'days', ')', 'who', 'converted', 'to', 'SR', 'within', '90', 'minutes', 'of', 'the', 'start', 'of', 'the', 'first', 'infusion', '.']",0,0,1,O
20569725,6,160,188,"Safety evaluations included vital signs, telemetry and Holter monitoring, 12-lead electrocardiography, clinical laboratory tests, physical examinations, and adverse events (AEs).","['Safety', 'evaluations', 'included', 'vital', 'signs', ',', 'telemetry', 'and', 'Holter', 'monitoring', ',', '12-lead', 'electrocardiography', ',', 'clinical', 'laboratory', 'tests', ',', 'physical', 'examinations', ',', 'and', 'adverse', 'events', '(', 'AEs', ')', '.']",0,0,18,O
20569725,7,188,202,RESULTS A total of 236 hemodynamically stable patients with AF received intravenous vernakalant.,"['RESULTS', 'A', 'total', 'of', '236', 'hemodynamically', 'stable', 'patients', 'with', 'AF', 'received', 'intravenous', 'vernakalant', '.']",1,0,0,P
20569725,8,202,223,"Among them, 167 (71%) had recent-onset AF and were eligible for the primary efficacy end point.","['Among', 'them', ',', '167', '(', '71', '%', ')', 'had', 'recent-onset', 'AF', 'and', 'were', 'eligible', 'for', 'the', 'primary', 'efficacy', 'end', 'point', '.']",1,0,2,MIXED
20569725,9,223,248,"Vernakalant rapidly converted recent-onset AF to SR in 50.9% of patients, with a median time to conversion of 14 minutes among responders.","['Vernakalant', 'rapidly', 'converted', 'recent-onset', 'AF', 'to', 'SR', 'in', '50.9', '%', 'of', 'patients', ',', 'with', 'a', 'median', 'time', 'to', 'conversion', 'of', '14', 'minutes', 'among', 'responders', '.']",0,0,4,O
20569725,10,248,260,"The most common AEs were dysgeusia, sneezing, and paresthesia.","['The', 'most', 'common', 'AEs', 'were', 'dysgeusia', ',', 'sneezing', ',', 'and', 'paresthesia', '.']",0,0,7,O
20569725,11,260,276,"These occurred at the time of vernakalant infusion, were transient, and resolved spontaneously.","['These', 'occurred', 'at', 'the', 'time', 'of', 'vernakalant', 'infusion', ',', 'were', 'transient', ',', 'and', 'resolved', 'spontaneously', '.']",0,0,0,NONE
20569725,12,276,299,"Ten patients (4.2%) discontinued vernakalant treatment because of AEs, most commonly (in 4 of 10) hypotension.","['Ten', 'patients', '(', '4.2', '%', ')', 'discontinued', 'vernakalant', 'treatment', 'because', 'of', 'AEs', ',', 'most', 'commonly', '(', 'in', '4', 'of', '10', ')', 'hypotension', '.']",0,0,2,O
20569725,13,299,316,"There were no episodes of torsades de pointes, ventricular fibrillation, or sustained ventricular tachycardia.","['There', 'were', 'no', 'episodes', 'of', 'torsades', 'de', 'pointes', ',', 'ventricular', 'fibrillation', ',', 'or', 'sustained', 'ventricular', 'tachycardia', '.']",0,0,12,O
20569725,14,316,345,"CONCLUSIONS Vernakalant rapidly converted recent-onset AF to SR, was well tolerated, and may be a valuable therapeutic alternative for reestablishing SR in patients with recent-onset AF.","['CONCLUSIONS', 'Vernakalant', 'rapidly', 'converted', 'recent-onset', 'AF', 'to', 'SR', ',', 'was', 'well', 'tolerated', ',', 'and', 'may', 'be', 'a', 'valuable', 'therapeutic', 'alternative', 'for', 'reestablishing', 'SR', 'in', 'patients', 'with', 'recent-onset', 'AF', '.']",0,0,0,NONE
20569998,0,0,15,Losartan vs. amlodipine treatment in elderly oncologic hypertensive patients: a randomized clinical trial.,"['Losartan', 'vs.', 'amlodipine', 'treatment', 'in', 'elderly', 'oncologic', 'hypertensive', 'patients', ':', 'a', 'randomized', 'clinical', 'trial', '.']",3,3,0,MIXED
20569998,1,15,31,"Elderly neoplastic patients frequently may show hypertension and hyperuricemia, before and after chemotherapeutic treatments.","['Elderly', 'neoplastic', 'patients', 'frequently', 'may', 'show', 'hypertension', 'and', 'hyperuricemia', ',', 'before', 'and', 'after', 'chemotherapeutic', 'treatments', '.']",3,0,0,P
20569998,2,31,59,The purpose of this study was to evaluate the efficacy of losartan which is an antihypertensive drug with uricosuric properties vs. amlodipine in hypertensive neoplastic elderly patients.,"['The', 'purpose', 'of', 'this', 'study', 'was', 'to', 'evaluate', 'the', 'efficacy', 'of', 'losartan', 'which', 'is', 'an', 'antihypertensive', 'drug', 'with', 'uricosuric', 'properties', 'vs.', 'amlodipine', 'in', 'hypertensive', 'neoplastic', 'elderly', 'patients', '.']",3,5,0,MIXED
20569998,3,59,69,"This was an open-labeled, randomized, comparative trial.","['This', 'was', 'an', 'open-labeled', ',', 'randomized', ',', 'comparative', 'trial', '.']",0,0,0,NONE
20569998,4,69,78,The study was performed as a 30-day study.,"['The', 'study', 'was', 'performed', 'as', 'a', '30-day', 'study', '.']",0,0,0,NONE
20569998,5,78,91,Seventy patients with cancer were randomly assigned to receive losartan or amlodipine.,"['Seventy', 'patients', 'with', 'cancer', 'were', 'randomly', 'assigned', 'to', 'receive', 'losartan', 'or', 'amlodipine', '.']",2,4,0,MIXED
20569998,6,91,125,"Blood pressure (BP), blood urea nitrogen (BUN) levels, creatinine, serum and urinary uric acid, creatinine and uric acid clearance were determined before and after chemotherapy.","['Blood', 'pressure', '(', 'BP', ')', ',', 'blood', 'urea', 'nitrogen', '(', 'BUN', ')', 'levels', ',', 'creatinine', ',', 'serum', 'and', 'urinary', 'uric', 'acid', ',', 'creatinine', 'and', 'uric', 'acid', 'clearance', 'were', 'determined', 'before', 'and', 'after', 'chemotherapy', '.']",0,1,20,MIXED
20569998,7,125,250,"One day after chemotherapy in losartan group vs. amlodipine group we observed a significant difference in urinary uric acid (p <0.001) of 18 mg/24 h vs. 40 mg/24 h. Thirty days after chemotherapy we observed a significant difference in azotemia of 0.0 mg/dl vs. 3.8 mg/dl (p <0.001), serum uric acid of 0.05 mg/dl vs. 0.49 mg/dl (p <0.001), urinary uric acid (p <0.001) of 23 mg/24 h vs. 0.0 mg/24 h, GFR of 2 ml/min/1.73 m (2) vs. -8 ml/min/1.73 m (2) (p <0.05) and systolic BP (SBP) of 3.6 mmHg vs. 0.8 mmHg (p <0.05).","['One', 'day', 'after', 'chemotherapy', 'in', 'losartan', 'group', 'vs.', 'amlodipine', 'group', 'we', 'observed', 'a', 'significant', 'difference', 'in', 'urinary', 'uric', 'acid', '(', 'p', '<', '0.001', ')', 'of', '18', 'mg/24', 'h', 'vs.', '40', 'mg/24', 'h.', 'Thirty', 'days', 'after', 'chemotherapy', 'we', 'observed', 'a', 'significant', 'difference', 'in', 'azotemia', 'of', '0.0', 'mg/dl', 'vs.', '3.8', 'mg/dl', '(', 'p', '<', '0.001', ')', ',', 'serum', 'uric', 'acid', 'of', '0.05', 'mg/dl', 'vs.', '0.49', 'mg/dl', '(', 'p', '<', '0.001', ')', ',', 'urinary', 'uric', 'acid', '(', 'p', '<', '0.001', ')', 'of', '23', 'mg/24', 'h', 'vs.', '0.0', 'mg/24', 'h', ',', 'GFR', 'of', '2', 'ml/min/1.73', 'm', '(', '2', ')', 'vs.', '-8', 'ml/min/1.73', 'm', '(', '2', ')', '(', 'p', '<', '0.05', ')', 'and', 'systolic', 'BP', '(', 'SBP', ')', 'of', '3.6', 'mmHg', 'vs.', '0.8', 'mmHg', '(', 'p', '<', '0.05', ')', '.']",0,3,12,MIXED
20569998,8,250,277,The findings of the present study support the effective role of losartan compared to amlodipine in treating hypertension and hyperuricemia in elderly patients under chemotherapeutic treatment.,"['The', 'findings', 'of', 'the', 'present', 'study', 'support', 'the', 'effective', 'role', 'of', 'losartan', 'compared', 'to', 'amlodipine', 'in', 'treating', 'hypertension', 'and', 'hyperuricemia', 'in', 'elderly', 'patients', 'under', 'chemotherapeutic', 'treatment', '.']",4,2,0,MIXED
20576092,0,0,33,Early combination disease-modifying antirheumatic drug therapy and tight disease control improve long-term radiologic outcome in patients with early rheumatoid arthritis: the 11-year results of the Finnish Rheumatoid Arthritis Combination Therapy trial.,"['Early', 'combination', 'disease-modifying', 'antirheumatic', 'drug', 'therapy', 'and', 'tight', 'disease', 'control', 'improve', 'long-term', 'radiologic', 'outcome', 'in', 'patients', 'with', 'early', 'rheumatoid', 'arthritis', ':', 'the', '11-year', 'results', 'of', 'the', 'Finnish', 'Rheumatoid', 'Arthritis', 'Combination', 'Therapy', 'trial', '.']",6,3,3,MIXED
20576092,1,33,61,INTRODUCTION Early treatment of rheumatoid arthritis (RA) has been shown to retard the development of joint damage for a period of up to 5 years.,"['INTRODUCTION', 'Early', 'treatment', 'of', 'rheumatoid', 'arthritis', '(', 'RA', ')', 'has', 'been', 'shown', 'to', 'retard', 'the', 'development', 'of', 'joint', 'damage', 'for', 'a', 'period', 'of', 'up', 'to', '5', 'years', '.']",5,0,0,P
20576092,2,61,98,The aim of this study was to evaluate the radiologic progression beyond that time in patients with early RA initially treated with a combination of three disease-modifying antirheumatic drugs (DMARDs) or a single DMARD.,"['The', 'aim', 'of', 'this', 'study', 'was', 'to', 'evaluate', 'the', 'radiologic', 'progression', 'beyond', 'that', 'time', 'in', 'patients', 'with', 'early', 'RA', 'initially', 'treated', 'with', 'a', 'combination', 'of', 'three', 'disease-modifying', 'antirheumatic', 'drugs', '(', 'DMARDs', ')', 'or', 'a', 'single', 'DMARD', '.']",22,9,4,MIXED
20576092,3,98,149,"METHODS A cohort of 199 patients with early active RA were initially randomized to receive treatment with a combination of methotrexate, sulfasalazine, and hydroxychloroquine with prednisolone (FIN-RACo), or treatment with a single DMARD (initially, sulfasalazine) with or without prednisolone (SINGLE).","['METHODS', 'A', 'cohort', 'of', '199', 'patients', 'with', 'early', 'active', 'RA', 'were', 'initially', 'randomized', 'to', 'receive', 'treatment', 'with', 'a', 'combination', 'of', 'methotrexate', ',', 'sulfasalazine', ',', 'and', 'hydroxychloroquine', 'with', 'prednisolone', '(', 'FIN-RACo', ')', ',', 'or', 'treatment', 'with', 'a', 'single', 'DMARD', '(', 'initially', ',', 'sulfasalazine', ')', 'with', 'or', 'without', 'prednisolone', '(', 'SINGLE', ')', '.']",0,19,0,I
20576092,4,149,164,"After 2 years, the drug-treatment strategy became unrestricted, but still targeted remission.","['After', '2', 'years', ',', 'the', 'drug-treatment', 'strategy', 'became', 'unrestricted', ',', 'but', 'still', 'targeted', 'remission', '.']",0,0,0,NONE
20576092,5,164,199,"The radiographs of hands and feet were analyzed by using the Larsen score at baseline, 2, 5, and 11 years, and the radiographs of large joints, at 11 years.","['The', 'radiographs', 'of', 'hands', 'and', 'feet', 'were', 'analyzed', 'by', 'using', 'the', 'Larsen', 'score', 'at', 'baseline', ',', '2', ',', '5', ',', 'and', '11', 'years', ',', 'and', 'the', 'radiographs', 'of', 'large', 'joints', ',', 'at', '11', 'years', '.']",0,0,7,O
20576092,6,199,225,RESULTS Sixty-five patients in the FIN-RACo and 65 in the SINGLE group had radiographs of hands and feet available at baseline and at 11 years.,"['RESULTS', 'Sixty-five', 'patients', 'in', 'the', 'FIN-RACo', 'and', '65', 'in', 'the', 'SINGLE', 'group', 'had', 'radiographs', 'of', 'hands', 'and', 'feet', 'available', 'at', 'baseline', 'and', 'at', '11', 'years', '.']",0,2,0,I
20576092,7,225,270,"The mean change from baseline to 11 years in Larsen score was 17 (95% CI, 12 to 26) in the FIN-RACo group and 27 (95% CI, 22 to 33) in the SINGLE group (P=0.037).","['The', 'mean', 'change', 'from', 'baseline', 'to', '11', 'years', 'in', 'Larsen', 'score', 'was', '17', '(', '95', '%', 'CI', ',', '12', 'to', '26', ')', 'in', 'the', 'FIN-RACo', 'group', 'and', '27', '(', '95', '%', 'CI', ',', '22', 'to', '33', ')', 'in', 'the', 'SINGLE', 'group', '(', 'P=0.037', ')', '.']",0,2,2,MIXED
20576092,8,270,321,"In total, 87% (95% CI, 74 to 94) and 72% (95% CI, 58 to 84) of the patients in the FIN-RACo and the SINGLE treatment arms, respectively, had no erosive changes in large joints at 11 years.","['In', 'total', ',', '87', '%', '(', '95', '%', 'CI', ',', '74', 'to', '94', ')', 'and', '72', '%', '(', '95', '%', 'CI', ',', '58', 'to', '84', ')', 'of', 'the', 'patients', 'in', 'the', 'FIN-RACo', 'and', 'the', 'SINGLE', 'treatment', 'arms', ',', 'respectively', ',', 'had', 'no', 'erosive', 'changes', 'in', 'large', 'joints', 'at', '11', 'years', '.']",0,0,2,O
20576092,9,321,339,CONCLUSIONS Targeting to remission with tight clinical controls results in low radiologic progression in most RA patients.,"['CONCLUSIONS', 'Targeting', 'to', 'remission', 'with', 'tight', 'clinical', 'controls', 'results', 'in', 'low', 'radiologic', 'progression', 'in', 'most', 'RA', 'patients', '.']",0,0,2,O
20576092,10,339,361,Patients treated initially with a combination of DMARDs have less long-term radiologic damage than do those treated initially with DMARD monotherapy.,"['Patients', 'treated', 'initially', 'with', 'a', 'combination', 'of', 'DMARDs', 'have', 'less', 'long-term', 'radiologic', 'damage', 'than', 'do', 'those', 'treated', 'initially', 'with', 'DMARD', 'monotherapy', '.']",0,5,3,MIXED
20576092,11,361,368,TRIAL REGISTRATION Current Controlled Trials ISRCTN18445519.,"['TRIAL', 'REGISTRATION', 'Current', 'Controlled', 'Trials', 'ISRCTN18445519', '.']",0,0,0,NONE
20584070,0,0,17,Effects of telmisartan and enalapril on renoprotection in patients with mild to moderate chronic kidney disease.,"['Effects', 'of', 'telmisartan', 'and', 'enalapril', 'on', 'renoprotection', 'in', 'patients', 'with', 'mild', 'to', 'moderate', 'chronic', 'kidney', 'disease', '.']",6,2,1,MIXED
20584070,1,17,47,BACKGROUND Blocking the renin-angiotensin system (RAS) with angiotensin receptor blockers or angiotensin-converting enzyme inhibitors protects against renal injury in patients with chronic kidney disease (CKD).,"['BACKGROUND', 'Blocking', 'the', 'renin-angiotensin', 'system', '(', 'RAS', ')', 'with', 'angiotensin', 'receptor', 'blockers', 'or', 'angiotensin-converting', 'enzyme', 'inhibitors', 'protects', 'against', 'renal', 'injury', 'in', 'patients', 'with', 'chronic', 'kidney', 'disease', '(', 'CKD', ')', '.']",7,0,0,P
20584070,2,47,86,"The aim of this study was to compare the chronic effects of telmisartan and enalapril on proteinuria, urinary liver-type fatty acid-binding protein (L-FABP) and endothelin (ET) -1 levels in patients with mild CKD.","['The', 'aim', 'of', 'this', 'study', 'was', 'to', 'compare', 'the', 'chronic', 'effects', 'of', 'telmisartan', 'and', 'enalapril', 'on', 'proteinuria', ',', 'urinary', 'liver-type', 'fatty', 'acid-binding', 'protein', '(', 'L-FABP', ')', 'and', 'endothelin', '(', 'ET', ')', '-1', 'levels', 'in', 'patients', 'with', 'mild', 'CKD', '.']",2,2,14,MIXED
20584070,3,86,138,"MATERIALS AND METHODS Thirty CKD patients with mild to moderate renal insufficiency (20 men and 10 women; mean age, 37 years; estimated glomerular filtration rate (eGFR)> 60 mL min (-1) and blood pressure> 130/85 mmHg) were included in the study.","['MATERIALS', 'AND', 'METHODS', 'Thirty', 'CKD', 'patients', 'with', 'mild', 'to', 'moderate', 'renal', 'insufficiency', '(', '20', 'men', 'and', '10', 'women', ';', 'mean', 'age', ',', '37', 'years', ';', 'estimated', 'glomerular', 'filtration', 'rate', '(', 'eGFR', ')', '>', '60', 'mL', 'min', '(', '-1', ')', 'and', 'blood', 'pressure', '>', '130/85', 'mmHg', ')', 'were', 'included', 'in', 'the', 'study', '.']",43,0,7,MIXED
20584070,4,138,172,Patients were randomly assigned to receive telmisartan at 80 mg day (-1) (n = 15) or enalapril at 10 mg day (-1) (n = 15).,"['Patients', 'were', 'randomly', 'assigned', 'to', 'receive', 'telmisartan', 'at', '80', 'mg', 'day', '(', '-1', ')', '(', 'n', '=', '15', ')', 'or', 'enalapril', 'at', '10', 'mg', 'day', '(', '-1', ')', '(', 'n', '=', '15', ')', '.']",0,16,0,I
20584070,5,172,204,"We measured blood pressure, serum creatinine, eGFR, urinary protein, L-FABP and ET-1 before the start of treatment and 6 and 12 months after the start of treatment.","['We', 'measured', 'blood', 'pressure', ',', 'serum', 'creatinine', ',', 'eGFR', ',', 'urinary', 'protein', ',', 'L-FABP', 'and', 'ET-1', 'before', 'the', 'start', 'of', 'treatment', 'and', '6', 'and', '12', 'months', 'after', 'the', 'start', 'of', 'treatment', '.']",0,0,10,O
20584070,6,204,217,RESULTS The blood pressure reduction rate was similar between the two groups.,"['RESULTS', 'The', 'blood', 'pressure', 'reduction', 'rate', 'was', 'similar', 'between', 'the', 'two', 'groups', '.']",0,0,4,O
20584070,7,217,264,"Urinary protein, L-FABP and ET-1 levels were significantly reduced in both groups 6 and 12 months (P <0.001) after treatment, but the reduction rates were more pronounced in patients receiving telmisartan than in those receiving enalapril (P <0.001).","['Urinary', 'protein', ',', 'L-FABP', 'and', 'ET-1', 'levels', 'were', 'significantly', 'reduced', 'in', 'both', 'groups', '6', 'and', '12', 'months', '(', 'P', '<', '0.001', ')', 'after', 'treatment', ',', 'but', 'the', 'reduction', 'rates', 'were', 'more', 'pronounced', 'in', 'patients', 'receiving', 'telmisartan', 'than', 'in', 'those', 'receiving', 'enalapril', '(', 'P', '<', '0.001', ')', '.']",0,2,7,MIXED
20584070,8,264,278,Estimated glomerular filtration rate was increased similarly in both groups at 12 months.,"['Estimated', 'glomerular', 'filtration', 'rate', 'was', 'increased', 'similarly', 'in', 'both', 'groups', 'at', '12', 'months', '.']",0,0,3,O
20584070,9,278,310,CONCLUSIONS The study results suggest that telmisartan results in a greater reduction of urinary markers than does enalapril and that this effect occurs by a mechanism independent of blood pressure reduction.,"['CONCLUSIONS', 'The', 'study', 'results', 'suggest', 'that', 'telmisartan', 'results', 'in', 'a', 'greater', 'reduction', 'of', 'urinary', 'markers', 'than', 'does', 'enalapril', 'and', 'that', 'this', 'effect', 'occurs', 'by', 'a', 'mechanism', 'independent', 'of', 'blood', 'pressure', 'reduction', '.']",0,2,2,MIXED
20584070,10,310,332,It would be needed to investigate whether the differences may be distinct or not the same when other dosages are used.,"['It', 'would', 'be', 'needed', 'to', 'investigate', 'whether', 'the', 'differences', 'may', 'be', 'distinct', 'or', 'not', 'the', 'same', 'when', 'other', 'dosages', 'are', 'used', '.']",0,0,0,NONE
20587582,0,0,18,Abnormal cardiac contractility in long-term exogenous subclinical hyperthyroid patients as demonstrated by two-dimensional echocardiography speckle tracking imaging.,"['Abnormal', 'cardiac', 'contractility', 'in', 'long-term', 'exogenous', 'subclinical', 'hyperthyroid', 'patients', 'as', 'demonstrated', 'by', 'two-dimensional', 'echocardiography', 'speckle', 'tracking', 'imaging', '.']",1,4,0,MIXED
20587582,1,18,27,BACKGROUND Subclinical hyperthyroidism is associated with cardiovascular morbidity.,"['BACKGROUND', 'Subclinical', 'hyperthyroidism', 'is', 'associated', 'with', 'cardiovascular', 'morbidity', '.']",0,0,3,O
20587582,2,27,41,Recent advances in echocardiography imaging have allowed sophisticated evaluation of myocardial tissue properties.,"['Recent', 'advances', 'in', 'echocardiography', 'imaging', 'have', 'allowed', 'sophisticated', 'evaluation', 'of', 'myocardial', 'tissue', 'properties', '.']",0,0,1,O
20587582,3,41,62,OBJECTIVE To investigate the myocardial effects of long-term exogenous subclinical hyperthyroidism using two-dimensional speckle tracking echocardiography imaging (2D-STE).,"['OBJECTIVE', 'To', 'investigate', 'the', 'myocardial', 'effects', 'of', 'long-term', 'exogenous', 'subclinical', 'hyperthyroidism', 'using', 'two-dimensional', 'speckle', 'tracking', 'echocardiography', 'imaging', '(', '2D-STE', ')', '.']",0,11,0,I
20587582,4,62,79,"DESIGN Prospective, single-blinded, placebo-controlled randomized trial of 6 months duration with two parallel groups.","['DESIGN', 'Prospective', ',', 'single-blinded', ',', 'placebo-controlled', 'randomized', 'trial', 'of', '6', 'months', 'duration', 'with', 'two', 'parallel', 'groups', '.']",0,0,0,NONE
20587582,5,79,122,PATIENTS AND METHODS Totally 25 patients with a history of differentiated thyroid carcinoma on long-term TSH-suppressive levothyroxine (l-T (4)) substitution were randomized to persistent TSH-suppressive l-T (4) substitution (low-TSH group) or restoration of euthyroidism.,"['PATIENTS', 'AND', 'METHODS', 'Totally', '25', 'patients', 'with', 'a', 'history', 'of', 'differentiated', 'thyroid', 'carcinoma', 'on', 'long-term', 'TSH-suppressive', 'levothyroxine', '(', 'l-T', '(', '4', ')', ')', 'substitution', 'were', 'randomized', 'to', 'persistent', 'TSH-suppressive', 'l-T', '(', '4', ')', 'substitution', '(', 'low-TSH', 'group', ')', 'or', 'restoration', 'of', 'euthyroidism', '.']",0,9,0,I
20587582,6,122,129,Additionally 40 euthyroid controls were studied.,"['Additionally', '40', 'euthyroid', 'controls', 'were', 'studied', '.']",0,0,0,NONE
20587582,7,129,161,"RESULTS (PROPOSAL): At baseline, the group of patients showed normal left ventricular (LV) systolic function but impaired diastolic function as assessed with conventional echocardiographic parameters.","['RESULTS', '(', 'PROPOSAL', ')', ':', 'At', 'baseline', ',', 'the', 'group', 'of', 'patients', 'showed', 'normal', 'left', 'ventricular', '(', 'LV', ')', 'systolic', 'function', 'but', 'impaired', 'diastolic', 'function', 'as', 'assessed', 'with', 'conventional', 'echocardiographic', 'parameters', '.']",0,0,11,O
20587582,8,161,190,"Importantly, 2D-STE analysis demonstrated the presence of subclinical LV systolic and diastolic dysfunction with impaired circumferential and longitudinal strain and strain rate at the isovolumic relaxation time.","['Importantly', ',', '2D-STE', 'analysis', 'demonstrated', 'the', 'presence', 'of', 'subclinical', 'LV', 'systolic', 'and', 'diastolic', 'dysfunction', 'with', 'impaired', 'circumferential', 'and', 'longitudinal', 'strain', 'and', 'strain', 'rate', 'at', 'the', 'isovolumic', 'relaxation', 'time', '.']",0,0,14,O
20587582,9,190,212,"After restoration of euthyroidism, a significant improvement in LV systolic and diastolic function as assessed with 2D-STE strain was observed.","['After', 'restoration', 'of', 'euthyroidism', ',', 'a', 'significant', 'improvement', 'in', 'LV', 'systolic', 'and', 'diastolic', 'function', 'as', 'assessed', 'with', '2D-STE', 'strain', 'was', 'observed', '.']",0,0,7,O
20587582,10,212,231,"CONCLUSION Prolonged subclinical hyperthyroidism leads to systolic and diastolic dysfunction, which is reversible after restoration of euthyroidism.","['CONCLUSION', 'Prolonged', 'subclinical', 'hyperthyroidism', 'leads', 'to', 'systolic', 'and', 'diastolic', 'dysfunction', ',', 'which', 'is', 'reversible', 'after', 'restoration', 'of', 'euthyroidism', '.']",0,3,4,MIXED
20587582,11,231,248,2D-STE is a more sensitive technique to evaluate subtle changes in LV performance of these patients.,"['2D-STE', 'is', 'a', 'more', 'sensitive', 'technique', 'to', 'evaluate', 'subtle', 'changes', 'in', 'LV', 'performance', 'of', 'these', 'patients', '.']",0,0,0,NONE
20592840,0,0,24,Field efficacy of an inactivated bivalent influenza vaccine in a multi-site swine production system during an outbreak of systemic porcine circovirus associated disease.,"['Field', 'efficacy', 'of', 'an', 'inactivated', 'bivalent', 'influenza', 'vaccine', 'in', 'a', 'multi-site', 'swine', 'production', 'system', 'during', 'an', 'outbreak', 'of', 'systemic', 'porcine', 'circovirus', 'associated', 'disease', '.']",14,4,7,MIXED
20592840,1,24,54,"Swine influenza (SI) is a disease of significance for the swine industry, and vaccination is often recommended as a way to reduce its impact on production.","['Swine', 'influenza', '(', 'SI', ')', 'is', 'a', 'disease', 'of', 'significance', 'for', 'the', 'swine', 'industry', ',', 'and', 'vaccination', 'is', 'often', 'recommended', 'as', 'a', 'way', 'to', 'reduce', 'its', 'impact', 'on', 'production', '.']",0,0,0,NONE
20592840,2,54,74,"The efficacy of SI vaccines is well established under experimental conditions, but information about field efficacy is scarce.","['The', 'efficacy', 'of', 'SI', 'vaccines', 'is', 'well', 'established', 'under', 'experimental', 'conditions', ',', 'but', 'information', 'about', 'field', 'efficacy', 'is', 'scarce', '.']",0,2,0,I
20592840,3,74,104,The objective of this study was to evaluate the efficacy of a commercial inactivated bivalent (H1N1/H3N2) vaccine under conditions of natural exposure to a field SI variant.,"['The', 'objective', 'of', 'this', 'study', 'was', 'to', 'evaluate', 'the', 'efficacy', 'of', 'a', 'commercial', 'inactivated', 'bivalent', '(', 'H1N1/H3N2', ')', 'vaccine', 'under', 'conditions', 'of', 'natural', 'exposure', 'to', 'a', 'field', 'SI', 'variant', '.']",0,10,0,I
